CASE_STATUS	EMPLOYER_NAME
CERTIFIED	SYNTEL CONSULTING INC.
WITHDRAWN	VIRTUSA CORPORATION
CERTIFIED	ORBITZ WORLDWIDE LLC
CERTIFIED	"GENOA, A QOL HEALTHCARE COMPANY, LLC"
CERTIFIED	"AMPLIFI COMMERCE, LLC"
CERTIFIED	SYNTEL INC
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC
CERTIFIED	SYNTEL INC
CERTIFIED	VIRTUSA CORPORATION
CERTIFIED	"SAGE SOFTWARE, INC."
CERTIFIED	"BOSS TECHNOLOGIES, INC"
CERTIFIED	DELOITTE CONSULTING LLP
CERTIFIED	THE KRAFT HEINZ COMPANY
CERTIFIED	GCI COMMUNICATION CORP.
CERTIFIED	DELOITTE CONSULTING LLP
CERTIFIED	STATE STREET BANK AND TRUST COMPANY
CERTIFIED	GENERAL ELECTRIC COMPANY - HEALTHCARE
CERTIFIED	"CALYPSO TECHNOLOGY, INC."
CERTIFIED	RACKSPACE US INC.
CERTIFIED	"PANDORA MEDIA, INC."
CERTIFIED	HITACHI CONSULTING CORPORATION
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC
CERTIFIED	LINKEDIN CORPORATION
CERTIFIED	MIRACLE SOFTWARE SYSYTEMS INC
WITHDRAWN	CAPGEMINI FINANCIAL SERVICES USA INC
CERTIFIED	CIGNA HEALTH AND LIFE INSURANCE COMPANY
CERTIFIED	SYSTIME COMPUTER CORPORATION
CERTIFIED	"ORACLE AMERICA, INC."
CERTIFIED	"PACTERA TECHNOLOGIES NA, INC."
CERTIFIED	DELL MARKETING L.P.
CERTIFIED	"CAPGEMINI AMERICA, INC."
CERTIFIED	SYNTEL CONSULTING INC.
CERTIFIED	"NEWELL RUBBERMAID, INC."
CERTIFIED	AMAZON CORPORATE LLC
CERTIFIED	TELETECH SERVICES CORPORATION
CERTIFIED	ORBITZ WORLDWIDE LLC
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC
CERTIFIED	ORBITZ WORLDWIDE LLC
CERTIFIED	"C&S WHOLESALE GROCERS, INC."
CERTIFIED	TOTAL MERCHANT SERVICES
CERTIFIED	FIDELITY BROKERAGE SERVICES LLC
CERTIFIED	"HERBALIFE INTERNATIONAL OF AMERICA, INC."
CERTIFIED	"PEARSON EDUCATION, INC."
CERTIFIED-WITHDRAWN	"CITIBANK, N.A."
CERTIFIED	"DROPBOX, INC."
CERTIFIED	"SERVICENOW, INC."
CERTIFIED	PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC
CERTIFIED	INTEL CORPORATION
CERTIFIED	STANFORD HEALTH CARE
CERTIFIED	GAF MATERIALS CORPORATION
WITHDRAWN	CYMA SYSTEMS INC
CERTIFIED	"AMAZON WEB SERVICES, INC."
CERTIFIED	PRICEWATERHOUSECOOPERS LLP
CERTIFIED	INFORMATICA LLC
CERTIFIED	ICONSOFT INC.
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC. (LEGACY KANBAY)
CERTIFIED-WITHDRAWN	AMERICAN PUBLIC UNIVERSITY SYSTEM
CERTIFIED	APPLE INC.
CERTIFIED	APPLE INC.
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC
CERTIFIED	BAHA INDUSTRIES CORP.
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC. (LEGACY KANBAY)
CERTIFIED	"BLOOMBERG, LP"
CERTIFIED	"BRIGHT MARKET, LLC"
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC. (LEGACY KANBAY)
CERTIFIED	INTUIT INC.
CERTIFIED	APPLE INC.
CERTIFIED	"COMPREHENSIVE HEALTH MANAGEMENT, INC."
CERTIFIED	HEWLETT PACKARD ENTERPRISE COMPANY
CERTIFIED	LINKEDIN CORPORATION
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC. (LEGACY KANBAY)
CERTIFIED	"VALUEMOMENTUM, INC."
CERTIFIED	CLOUD SHERPAS INC.
CERTIFIED	"OBJECT FRONTIER, INC."
CERTIFIED	NOVARTIS SERVICES INC.
CERTIFIED	DELOITTE CONSULTING LLP
CERTIFIED	"ASPETUCK CAPITAL MANAGEMENT, LLC"
CERTIFIED	VIRTUSA CORPORATION
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC. (LEGACY KANBAY)
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC. (LEGACY KANBAY)
CERTIFIED	"PAYPAL, INC."
CERTIFIED	"XEROX BUSINESS SERVICES, LLC"
CERTIFIED	"BRINQA, LLC"
CERTIFIED	"ANN TAYLOR, INC."
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC
CERTIFIED	"CLOUDFLARE, INC."
CERTIFIED	"CALERES, INC."
CERTIFIED	RALPH LAUREN CORPORATION
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC
CERTIFIED	BP AMERICA INC.
CERTIFIED	"QUANTUM SECURE, INC."
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC
CERTIFIED	"CLOUDFLARE, INC."
CERTIFIED	TECHNOGEN INC
CERTIFIED	"ALLEGRO MICROSYSTEMS, LLC"
CERTIFIED	"AKAMAI TECHNOLOGIES, INC."
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC
CERTIFIED	THE COCA-COLA COMPANY
CERTIFIED	"THE HACKETT GROUP, INC."
CERTIFIED	"R3 TECHNOLOGY, INC"
CERTIFIED	"MEAD JOHNSON AND COMPANY, LLC"
CERTIFIED	SYNTEL CONSULTING INC.
CERTIFIED	SYNTEL CONSULTING INC.
CERTIFIED-WITHDRAWN	SEARS HOLDINGS MANAGEMENT CORPORATION
CERTIFIED	SYNTEL CONSULTING INC.
CERTIFIED	SYNTEL CONSULTING INC.
CERTIFIED	SYNTEL CONSULTING INC.
CERTIFIED	"MANHATTAN ASSOCIATES, INC."
CERTIFIED	KLNTEK
CERTIFIED	"WAL-MART ASSOCIATES, INC."
CERTIFIED	MPHASIS CORPORATION
CERTIFIED	SYNTEL CONSULTING INC.
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC. (LEGACY KANBAY)
CERTIFIED	"SEPHORA USA, INC."
CERTIFIED	JAZZ IMAGING LLC
CERTIFIED	SYNTEL CONSULTING INC.
CERTIFIED	SYNTEL CONSULTING INC.
CERTIFIED	"GIESECKE AND DEVRIENT AMERICA, INC."
CERTIFIED	AETNA LIFE INSURANCE COMPANY
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC. (LEGACY KANBAY)
CERTIFIED	APPLE INC.
CERTIFIED	SYNTEL CONSULTING INC.
CERTIFIED	SYNTEL CONSULTING INC.
CERTIFIED	SYNTEL CONSULTING INC.
CERTIFIED	"SALESFORCE.COM, INC."
CERTIFIED	SYNTEL CONSULTING INC.
CERTIFIED	"TORRENTIAL, INC."
CERTIFIED	SYNTEL CONSULTING INC.
CERTIFIED	SYNTEL CONSULTING INC.
CERTIFIED	SYNTEL CONSULTING INC.
CERTIFIED	SYNTEL CONSULTING INC.
CERTIFIED	SYNTEL CONSULTING INC.
CERTIFIED	NATIONAL FINANCIAL LLC
CERTIFIED	SYNTEL CONSULTING INC.
CERTIFIED	SYNTEL CONSULTING INC.
CERTIFIED	"REGENERON PHARMACEUTICALS, INC."
CERTIFIED	SYNTEL CONSULTING INC.
CERTIFIED	"OPOWER, INC."
CERTIFIED	LINKEDIN CORPORATION
CERTIFIED	"CVS PHARMACY, INC."
CERTIFIED	SYNTEL CONSULTING INC.
CERTIFIED	SYNTEL CONSULTING INC.
CERTIFIED	SYNTEL CONSULTING INC.
CERTIFIED	SYNTEL CONSULTING INC.
CERTIFIED	SYNTEL CONSULTING INC.
CERTIFIED	SYNTEL CONSULTING INC.
CERTIFIED	SYNTEL CONSULTING INC.
CERTIFIED	SYNTEL CONSULTING INC.
CERTIFIED	SYNTEL CONSULTING INC.
CERTIFIED	"CAREMARK, LLC"
CERTIFIED	"GIANT EAGLE, INC."
CERTIFIED	GOOGLE INC.
CERTIFIED	SUNRAY SYSTEMS INC
CERTIFIED	"TITLE SOURCE, INC."
CERTIFIED	NOVARTIS SERVICES INC.
CERTIFIED	"INOVANT, LLC"
CERTIFIED	NOVARTIS SERVICES INC.
CERTIFIED	SYNTEL CONSULTING INC.
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC. (LEGACY KANBAY)
CERTIFIED	"ZOLON TECH SOLUTIONS, INC."
CERTIFIED	NOVARTIS SERVICES INC.
CERTIFIED	MARKLOGIC CORPORATION
CERTIFIED-WITHDRAWN	"PHARMACYCLICS, INC."
CERTIFIED	"SYMPHONY TELECA SERVICES, INC."
CERTIFIED	"SALESFORCE.COM, INC."
CERTIFIED	SNL FINANCIAL LC
CERTIFIED	"PRIVILEGE UNDERWRITERS, INC."
CERTIFIED	"APTUDE, INC."
CERTIFIED	"AMERISOFTPRO SYSTEMS, LLC"
CERTIFIED	"BARRI FINANCIAL GROUP, LLC"
CERTIFIED	VANDERBILT UNIVERSITY
CERTIFIED	"WOOT SERVICES, LLC"
CERTIFIED	"AMDOCS, INC."
CERTIFIED	"SAMSUNG RESEARCH AMERICA, INC."
CERTIFIED	"BLOOMBERG, LP"
CERTIFIED	LINKEDIN CORPORATION
CERTIFIED	"INTERACTIVE BROADBAND CONSULTING GROUP, LLC"
CERTIFIED	"GALAXE.SOLUTIONS, INC"
CERTIFIED	"MEDASSETS, INC."
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC. (LEGACY KANBAY)
CERTIFIED	"ROAM DATA, INC, A WHOLLY OWNED SUB OF INGENICO SA"
CERTIFIED	"OBERON IT, INC."
CERTIFIED	"LG ELECTRONICS MOBILE RESEARCH U.S.A., LLC"
CERTIFIED	BANCO ITAU INTERNATIONAL
CERTIFIED	"ABOUT, INC."
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC. (LEGACY KANBAY)
CERTIFIED	WEST COAST CONSULTING LLC
CERTIFIED	DELOITTE CONSULTING LLP
CERTIFIED	WEST COAST CONSULTING LLC
CERTIFIED	"AFFINITY HEALTH PLAN, INC."
CERTIFIED	"LG ELECTRONICS MOBILE RESEARCH U.S.A., LLC"
CERTIFIED	ACCENTURE LLP
CERTIFIED	"INTUEOR CONSULTING, INC."
CERTIFIED	"FACEBOOK, INC."
CERTIFIED	"BLOOMBERG, LP"
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC. (LEGACY KANBAY)
CERTIFIED	ACCENTURE LLP
CERTIFIED	ERICSSON INC.
CERTIFIED	PPS INFOTECH LLC
CERTIFIED	VERITAS TECHNOLOGIES LLC
CERTIFIED	"IPSOS MMA, INC."
CERTIFIED	"RIVERBED TECHNOLOGY, INC."
CERTIFIED	"BLOOMBERG, LP"
CERTIFIED	"E2OPEN, LLC"
CERTIFIED	"SAMSUNG SEMICONDUCTOR, INC."
CERTIFIED	BROADCOM CORPORATION
CERTIFIED	NEXSYS INTERNATIONAL L.C.
DENIED	FUNNEL CLOUD TECHNOLOGIES LLC
CERTIFIED	"CISCO SYSTEMS, INC."
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC. (LEGACY KANBAY)
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC. (LEGACY KANBAY)
CERTIFIED	"INTRAEDGE, INC."
CERTIFIED	"BLOOMBERG, LP"
CERTIFIED	"FIREEYE, INC."
CERTIFIED	SYMANTEC CORPORATION
CERTIFIED	"KAYGEN ENTERPRISE SOLUTIONS, INC."
CERTIFIED	SYNTEL INC
CERTIFIED	WP COMPANY LLC
CERTIFIED	DATASERV INC
CERTIFIED	"SIRIUS COMPUTER SOLUTIONS, INC."
CERTIFIED	BOEHRINGER INGELHEIM USA CORPORATION
CERTIFIED	"IDC RESEARCH, INC. (F/K/A INTERNATIONAL DATA CORPORATION OR IDC)"
CERTIFIED	DELOITTE CONSULTING LLP
CERTIFIED	MINDTREE LIMITED
CERTIFIED	"MICRON TECHNOLOGY, INC."
CERTIFIED	"INTERUSH, INC."
CERTIFIED	"IGNIFY, INC."
CERTIFIED	VIRTUSA CORPORATION
CERTIFIED	APPLE INC.
CERTIFIED	"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC."
CERTIFIED	"ROCKET DADDY, INC."
WITHDRAWN	"ROCKET DADDY, INC."
CERTIFIED	DELOITTE CONSULTING LLP
CERTIFIED	CREDIT SUISSE SECURITIES (USA) LLC
CERTIFIED	HEDGESERV CORPORATION
CERTIFIED	ACCENTURE LLP
CERTIFIED	CIGNA HEALTH AND LIFE INSURANCE COMPANY
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC. (LEGACY KANBAY)
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC
CERTIFIED	ACCENTURE LLP
CERTIFIED	VIRTUSA CORPORATION
CERTIFIED	VIRTUSA CORPORATION
CERTIFIED	"EXPEDIA, INC."
CERTIFIED	"FIRST TEK , INC."
CERTIFIED	EVERIS USA INC
CERTIFIED	"ACTAVIS LABORATORIES FL, INC."
CERTIFIED	"FACEBOOK, INC."
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC. (LEGACY KANBAY)
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC
WITHDRAWN	GENCORE INC.
CERTIFIED	CHECKFREE SERVICES CORPORATION
CERTIFIED	A2Z DEVELOPMENT CENTER INC
CERTIFIED	"NUANCE COMMUNICATIONS, INC."
DENIED	"MOBITV, INC."
CERTIFIED	"T. ROWE PRICE ASSOCIATES, INC."
CERTIFIED	CIGNA HEALTH AND LIFE INSURANCE COMPANY
DENIED	"MANHATTAN ASSOCIATES, INC."
CERTIFIED	"SADA SYSTEMS, INC."
CERTIFIED	"GILEAD SCIENCES, INC."
CERTIFIED	"NTT DATA, INC."
CERTIFIED	"TRIZETTO CORPORATION, A COGNIZANT COMPANY"
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC
CERTIFIED	SYMANTEC CORPORATION
CERTIFIED	"SIMEIO SOLUTIONS, LLC"
CERTIFIED	AUTOMOTIVEMASTERMIND LLC
CERTIFIED	MYLAN INC.
CERTIFIED	DIRECTV LLC
CERTIFIED	"CITRIX SYSTEMS, INC."
CERTIFIED	"SALEM ASSOCIATES, INC."
CERTIFIED	MIRACLE SOFTWARE SYSYTEMS INC
CERTIFIED	BANK OF THE WEST
CERTIFIED	DAYANG TRANDS USA INC.
WITHDRAWN	SYNTEL INC
CERTIFIED	SYNTEL INC
CERTIFIED-WITHDRAWN	"GODADDY.COM, LLC"
CERTIFIED-WITHDRAWN	"FACEBOOK, INC."
CERTIFIED	"SYNECHRON, INC."
CERTIFIED	AMAZON CORPORATE LLC
CERTIFIED	SYNTEL CONSULTING INC.
WITHDRAWN	SYNTEL CONSULTING INC.
CERTIFIED	"NETAPP, INC."
CERTIFIED	"RIGHT CLICK SYSTEMS, LLC"
CERTIFIED	SEATTLE CHILDREN'S HOSPITAL
CERTIFIED	"GROUPON, INC."
CERTIFIED	LIFE TECHNOLOGIES CORPORATION
CERTIFIED	DEVON ENERGY CORPORATION
CERTIFIED	DELOITTE CONSULTING LLP
CERTIFIED	DELOITTE CONSULTING LLP
CERTIFIED	TIME INC.
CERTIFIED	"CADREON, LLC"
CERTIFIED	"INTERUSH, INC."
CERTIFIED	"FACEBOOK, INC."
CERTIFIED	ACCENTURE LLP
CERTIFIED	"INTERACTIVE COMMUNICATIONS INTERNATIONAL, INC."
CERTIFIED	"COCA-COLA REFRESHMENTS USA, INC."
CERTIFIED	DELOITTE SERVICES LP
CERTIFIED	HSBC SECURITIES (USA) INC.
CERTIFIED	MONSANTO COMPANY
CERTIFIED	"FACEBOOK, INC."
CERTIFIED	YAHOO! INC.
CERTIFIED	"COVETIT, INC"
CERTIFIED	"ORACLE AMERICA, INC."
CERTIFIED	PPS INFOTECH LLC
CERTIFIED	DELL MARKETING L.P.
CERTIFIED	"CITRIX SYSTEMS, INC."
CERTIFIED	"BLACKWELL GLOBAL CONSULTING, LLC"
CERTIFIED	"CITRIX SYSTEMS, INC."
CERTIFIED	"TECHBRIDGE, INC."
CERTIFIED	TECH MAHINDRA (AMERICAS) INC.
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC. (LEGACY KANBAY)
CERTIFIED	"AIG PC GLOBAL SERVICES, INC."
CERTIFIED	"HOT TOPIC, INC."
CERTIFIED	FUNNELCLOUD TECHNOLOGIES LLC
CERTIFIED	DELOITTE CONSULTING LLP
CERTIFIED	FIDELITY TECHNOLOGY GROUP LLC
CERTIFIED	"BIRDEYE, INC."
CERTIFIED	MIRACLE SOFTWARE SYSYTEMS INC
CERTIFIED	YAHOO! INC.
CERTIFIED	"TECH MAHINDRA (AMERICAS),INC."
CERTIFIED-WITHDRAWN	"EXPEDIA, INC."
CERTIFIED-WITHDRAWN	JADE GLOBAL INC.
CERTIFIED	"GOLDMAN, SACHS &AMP; CO."
CERTIFIED	GLU MOBILE INC.
CERTIFIED	DELOITTE CONSULTING LLP
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC
CERTIFIED	"MANHATTAN ASSOCIATES, INC."
CERTIFIED	"T3C, INC. DBA RETAIL SOLUTIONS, INC."
CERTIFIED	"STORM8, INC."
CERTIFIED	"T-MOBILE USA, INC."
CERTIFIED	DELOITTE CONSULTING LLP
CERTIFIED	"BLACKWELL GLOBAL CONSULTING, LLC"
CERTIFIED	HEDGESERV CORPORATION
CERTIFIED	EMC CORPORATION
CERTIFIED	HEADSTRONG SERVICES LLC
CERTIFIED	"M/A-COM TECHNOLOGY SOLUTIONS, INC."
CERTIFIED	EMC CORPORATION
CERTIFIED	EMC CORPORATION
CERTIFIED	ZALA GROUP LLC
CERTIFIED	"CITRIX SYSTEMS, INC."
CERTIFIED	EMC CORPORATION
CERTIFIED-WITHDRAWN	GENCORE INC.
CERTIFIED	EMC CORPORATION
CERTIFIED	EMC CORPORATION
CERTIFIED	DELOITTE &AMP; TOUCHE LLP
CERTIFIED	DIRECTV LLC
CERTIFIED	"NAGARRO, INC."
CERTIFIED	SYMANTEC CORPORATION
CERTIFIED	INVESTURE LLC
DENIED	SIEMENS CORPORATION
CERTIFIED	EMC CORPORATION
CERTIFIED	CREDIT SUISSE SECURITIES (USA) LLC
CERTIFIED	DELOITTE CONSULTING LLP
CERTIFIED	CELLCO PARTNERSHIP
CERTIFIED	DELOITTE CONSULTING LLP
CERTIFIED	DELOITTE CONSULTING LLP
CERTIFIED	DELOITTE &AMP; TOUCHE LLP
CERTIFIED	CLEMSON UNIVERSITY
CERTIFIED	"CISCO SYSTEMS, INC."
CERTIFIED	"TECH MAHINDRA (AMERICAS),INC."
CERTIFIED	DELOITTE CONSULTING LLP
CERTIFIED	"MOBITV, INC."
CERTIFIED	"TECH MAHINDRA (AMERICAS),INC."
CERTIFIED	"PRIORITY FULFILLMENT SERVICES, INC."
CERTIFIED	CLEMSON UNIVERSITY
CERTIFIED	"TECH MAHINDRA (AMERICAS), INC."
CERTIFIED	DELOITTE CONSULTING LLP
CERTIFIED	SYNTEL INC
CERTIFIED	"NETAPP, INC."
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC. (LEGACY KANBAY)
CERTIFIED	CLEMSON UNIVERSITY
CERTIFIED	"TECH MAHINDRA (AMERICAS), INC."
CERTIFIED	CLEMSON UNIVERSITY
CERTIFIED	PUERTO RICO SCIENCE AND TECHNOLOGY TRUST
CERTIFIED	GCP APPLIED TECHNOLOGIES INC.
WITHDRAWN	DELOITTE CONSULTING LLP
CERTIFIED	DELOITTE CONSULTING LLP
CERTIFIED	"SHERMAN/GRAYSON HOSPITAL, LLC"
CERTIFIED	"VMWARE, INC."
CERTIFIED	DELOITTE &AMP; TOUCHE LLP
CERTIFIED	AMAZON CORPORATE LLC
CERTIFIED	"PROMETRICS, INC."
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC. (LEGACY KANBAY)
CERTIFIED	"JONES LANG LASALLE AMERICAS, INC."
CERTIFIED	"ARROW ELECTRONICS, INC."
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC
CERTIFIED	EMC CORPORATION
CERTIFIED	CLEMSON UNIVERSITY
CERTIFIED	"FUNDBOX, INC."
CERTIFIED	"TECH MAHINDRA (AMERICAS),INC."
CERTIFIED	"FACTSET RESEARCH SYSTEMS, INC."
CERTIFIED	"TECH MAHINDRA (AMERICAS),INC."
CERTIFIED	CLEMSON UNIVERSITY
CERTIFIED	SIEMENS CORPORATION
CERTIFIED	CLEMSON UNIVERSITY
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC. (LEGACY KANBAY)
CERTIFIED-WITHDRAWN	SYNTEL INC
CERTIFIED	"CALIX, INC."
CERTIFIED	DELOITTE CONSULTING LLP
CERTIFIED	LEVI STRAUSS AND CO.
CERTIFIED	AMAZON CORPORATE LLC
CERTIFIED-WITHDRAWN	"VENCORE SERVICES AND SOLUTIONS, INC."
CERTIFIED	"PGIM, INC."
CERTIFIED	HURON CONSULTING SERVICES LLC
CERTIFIED	"IMPART, CO."
CERTIFIED	NVIDIA CORPORATION
CERTIFIED	"DROPBOX, INC."
CERTIFIED	SIFY TECHNOLOGIES NORTH AMERICA CORPORATION
CERTIFIED	TEXTNOW INC.
CERTIFIED	YAHOO! INC.
CERTIFIED	UNITED TECHNOLOGIES CORPORATION
CERTIFIED	"TECH MAHINDRA (AMERICAS),INC."
CERTIFIED	"VOLKE CONSULTING, LTD"
CERTIFIED	DELOITTE CONSULTING LLP
CERTIFIED	"OVERSTOCK.COM, INC."
CERTIFIED	"CITIBANK, N.A."
CERTIFIED	CIGNA HEALTH AND LIFE INSURANCE COMPANY
CERTIFIED	"XEROX STATE HEALTHCARE, LLC"
CERTIFIED	"IMBUESYS, INC."
CERTIFIED	"ILLUMINA, INC."
CERTIFIED	"FACEBOOK, INC."
CERTIFIED	"PELCO, INC."
CERTIFIED-WITHDRAWN	"ITC INFOTECH (USA), INC."
CERTIFIED	DELOITTE CONSULTING LLP
CERTIFIED	NISUM TECHNOLOGIES INC.
CERTIFIED	DELOITTE CONSULTING LLP
CERTIFIED	STELLUS TECHNOLOGIES INC.
CERTIFIED	STELLUS TECHNOLOGIES INC.
CERTIFIED	"BISTA SOLUTIONS, INC."
CERTIFIED	DELOITTE CONSULTING LLP
WITHDRAWN	DELOITTE CONSULTING LLP
CERTIFIED	DELOITTE CONSULTING LLP
CERTIFIED	DELOITTE CONSULTING LLP
CERTIFIED	DELOITTE CONSULTING LLP
CERTIFIED	"VMWARE, INC."
CERTIFIED	DELOITTE CONSULTING LLP
CERTIFIED	"NEXIENT, LLC"
CERTIFIED	DELOITTE CONSULTING LLP
CERTIFIED	"COOPERVISION, INC."
CERTIFIED	DELOITTE CONSULTING LLP
DENIED	THE SHERWIN-WILLIAMS COMPANY
CERTIFIED	DELOITTE CONSULTING LLP
CERTIFIED	DELOITTE CONSULTING LLP
CERTIFIED	"ITC INFOTECH (USA), INC."
WITHDRAWN	"ITC INFOTECH (USA), INC."
CERTIFIED	"NTT DATA, INC."
CERTIFIED	"TECH MAHINDRA (AMERICAS),INC."
CERTIFIED	"THE HACKETT GROUP, INC."
CERTIFIED	TEKNEST INC
CERTIFIED	"TINTRI, INC"
CERTIFIED	CIGNA HEALTH AND LIFE INSURANCE COMPANY
CERTIFIED	LINKEDIN CORPORATION
CERTIFIED	NISUM TECHNOLOGIES INC.
CERTIFIED	"IBASE CONSULTING OF FAIRFIELD COUNTY, LLC"
CERTIFIED	"TINTRI, INC"
CERTIFIED	CGI TECHNOLOGIES AND SOLUTIONS INC.
CERTIFIED	"VALUELABS, INC."
CERTIFIED	"BLOOMBERG, LP"
CERTIFIED	MIRACLE SOFTWARE SYSYTEMS INC
DENIED	"VMWARE, INC."
CERTIFIED-WITHDRAWN	"CARDINAL HEALTH, INC."
CERTIFIED	MEMORIAL SLOAN-KETTERING CANCER CENTER
CERTIFIED	"TECH MAHINDRA (AMERICAS),INC."
CERTIFIED	AMAZON CORPORATE LLC
CERTIFIED	"NEXIENT, LLC"
CERTIFIED	SYNTEL INC
CERTIFIED	MERKLE INC.
CERTIFIED	ACCENTURE LLP
WITHDRAWN	"NETAPP, INC."
CERTIFIED	"BUNGE MANAGEMENT SERVICES, INC."
CERTIFIED	EBAY INC.
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC
CERTIFIED	"METLIFE GROUP, INC."
CERTIFIED	CIGNA HLIC
CERTIFIED	LUXE VALET INC.
CERTIFIED	"JAIN INVESTMENTS, LLC"
CERTIFIED	AMAZON CORPORATE LLC
CERTIFIED	NISUM TECHNOLOGIES INC.
CERTIFIED	"GENESYS TELECOMMUNICATIONS LABORATORIES, INC., A PERMIRA COMPANY"
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC. (LEGACY KANBAY)
CERTIFIED	"MASTERBRAND CABINETS, INC."
CERTIFIED	OPEN SYSTEMS TECHNOLOGIES INC
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC
CERTIFIED	FMR CO INC.
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC
CERTIFIED	"BLACKWELL GLOBAL CONSULTING, LLC"
CERTIFIED	KFORCE INC.
CERTIFIED	SYNTEL INC
CERTIFIED	"APPTIO, INC."
CERTIFIED	"NCS PEARSON, INC."
CERTIFIED	THE GUARDIAN LIFE INSURANCE COMPANY OF AMERICA
CERTIFIED	EMC CORPORATION
CERTIFIED	DAYBREAK GAME COMPANY LLC
CERTIFIED	"BRILLIO, LLC"
CERTIFIED	MPHASIS CORPORATION
CERTIFIED	"TECH MAHINDRA (AMERICAS),INC."
WITHDRAWN	"APPTIO, INC."
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC. (LEGACY KANBAY)
CERTIFIED	"SPS COMMERCE, INC."
CERTIFIED	THE SHERWIN-WILLIAMS COMPANY
CERTIFIED	"GC&AMP;E SYSTEMS GROUP, INC."
CERTIFIED	"VMWARE, INC."
CERTIFIED	JETDIAMOND INC
CERTIFIED	"BLOOMBERG, LP"
CERTIFIED	"NETAPP, INC."
CERTIFIED	"CISCO SYSTEMS, INC."
CERTIFIED	"HORTONWORKS, INC"
CERTIFIED	HEDGESERV CORPORATION
CERTIFIED	"SIMEIO SOLUTIONS, LLC"
CERTIFIED	"WRAP MEDIA, INC."
CERTIFIED	"VALUEMOMENTUM, INC."
CERTIFIED	GOGO LLC
CERTIFIED	"BLACKWELL GLOBAL CONSULTING, LLC"
CERTIFIED	"ISPACE, INC."
CERTIFIED	"DARRIGO CONSTRUCTION GROUP, INC."
CERTIFIED	"VARIAN MEDICAL SYSTEMS, INC."
CERTIFIED	"AMERICAN AIRLINES, INC."
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC
CERTIFIED	TUBEMOGUL INC.
CERTIFIED	"OVERSTOCK.COM, INC."
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC
CERTIFIED	AMAZON CORPORATE LLC
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC
CERTIFIED	"CITIGROUP TECHNOLOGY, INC."
CERTIFIED	"HANU SOFTWARE SOLUTIONS, INC."
CERTIFIED	"GC AND E SYSTEMS GROUP, INC."
CERTIFIED	CAPGEMINI FINANCIAL SERVICES USA INC. (LEGACY KANBAY)
CERTIFIED	SABRE GLBL INC.
CERTIFIED	"TECH MAHINDRA (AMERICAS), INC."
CERTIFIED	DELOITTE CONSULTING LLP
CERTIFIED	"FACEBOOK, INC."
CERTIFIED	MIRACLE SOFTWARE SYSYTEMS INC
